1.904723e+003,5.504806e-003
1.904783e+003,5.991953e-003
1.904843e+003,6.501173e-003
1.904903e+003,7.010619e-003
1.904964e+003,7.484357e-003
1.905024e+003,7.870981e-003
1.905084e+003,8.115732e-003
1.905144e+003,8.166880e-003
1.905205e+003,7.992361e-003
1.905265e+003,7.592209e-003
1.905325e+003,7.001359e-003
1.905385e+003,6.286407e-003
1.905446e+003,5.524370e-003
1.905506e+003,4.795527e-003
1.905566e+003,4.162902e-003
1.905626e+003,3.662062e-003
1.905687e+003,3.304907e-003
1.905747e+003,3.082272e-003
1.905807e+003,2.974400e-003
1.905868e+003,2.957085e-003
1.905928e+003,3.008363e-003
1.905988e+003,3.111471e-003
1.906048e+003,3.252592e-003
1.906109e+003,3.422045e-003
1.906169e+003,3.613848e-003
1.906229e+003,3.825624e-003
1.906289e+003,4.058708e-003
1.906350e+003,4.317617e-003
1.906410e+003,4.608861e-003
1.906470e+003,4.938503e-003
1.906531e+003,5.312066e-003
1.906591e+003,5.735167e-003
1.906651e+003,6.213464e-003
1.906711e+003,6.754172e-003
1.906771e+003,7.366388e-003
1.906832e+003,8.058717e-003
1.906892e+003,8.839352e-003
1.906952e+003,9.715375e-003
1.907013e+003,1.069290e-002
1.907073e+003,1.177826e-002
1.907133e+003,1.297584e-002
1.907193e+003,1.428263e-002
1.907254e+003,1.567566e-002
1.907314e+003,1.709844e-002
1.907374e+003,1.845760e-002
1.907434e+003,1.961158e-002
1.907495e+003,2.039334e-002
1.907555e+003,2.064824e-002
1.907615e+003,2.025685e-002
1.907676e+003,1.918306e-002
1.907736e+003,1.748751e-002
1.907796e+003,1.533022e-002
1.907856e+003,1.293143e-002
1.907917e+003,1.052310e-002
1.907977e+003,8.320461e-003
1.908037e+003,6.465287e-003
1.908097e+003,5.019880e-003
1.908158e+003,3.973532e-003
1.908218e+003,3.263742e-003
1.908278e+003,2.804355e-003
1.908338e+003,2.507720e-003
1.908399e+003,2.308143e-003
1.908459e+003,2.161601e-003
1.908519e+003,2.043538e-003
1.908579e+003,1.943712e-003
1.908640e+003,1.857518e-003
1.908700e+003,1.782687e-003
1.908760e+003,1.717681e-003
1.908821e+003,1.661799e-003
1.908881e+003,1.615136e-003
1.908941e+003,1.578289e-003
1.909001e+003,1.550422e-003
1.909062e+003,1.529108e-003
1.909122e+003,1.510554e-003
1.909182e+003,1.490937e-003
1.909242e+003,1.467465e-003
1.909303e+003,1.439871e-003
1.909363e+003,1.408956e-003
1.909423e+003,1.375582e-003
1.909483e+003,1.339685e-003
1.909544e+003,1.299936e-003
1.909604e+003,1.254808e-003
1.909664e+003,1.204966e-003
1.909724e+003,1.153834e-003
1.909785e+003,1.108023e-003
1.909845e+003,1.075204e-003
1.909905e+003,1.062150e-003
1.909966e+003,1.071285e-003
1.910026e+003,1.100682e-003
1.910086e+003,1.144299e-003
1.910146e+003,1.194998e-003
1.910207e+003,1.246534e-003
1.910267e+003,1.294951e-003
1.910327e+003,1.338323e-003
1.910387e+003,1.375981e-003
1.910448e+003,1.407027e-003
1.910508e+003,1.429699e-003
1.910568e+003,1.442431e-003
1.910628e+003,1.444293e-003
1.910689e+003,1.437245e-003
1.910749e+003,1.425144e-003
1.910809e+003,1.413343e-003
1.910870e+003,1.406529e-003
